baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
H_PLK1	908.48013769263	-1.16429772117416	0.16475616405141	-7.06679308709111	1.58555093238901e-12	6.72471789199491e-10
H_CORO1A	181.641744257882	-1.37163768272904	0.194026987621246	-7.06931391114814	1.55701573140286e-12	6.72471789199491e-10
H_ECT2	909.41259290366	-1.00883611604196	0.142932370022409	-7.05813606731484	1.68750781083175e-12	6.93079117396463e-10
H_KIF23	448.313081768095	-1.12884882139436	0.160025624045516	-7.05417540551681	1.73627247211021e-12	6.93079117396463e-10
H_ZSWIM3	228.816494119075	0.566045246398796	0.0802254161371556	7.05568476492624	1.71752797038937e-12	6.93079117396463e-10
H_KIF14	148.602713617493	-1.25473879088256	0.178024913409713	-7.04810785665072	1.81367040366649e-12	6.96654756185707e-10
H_AURKA	1007.73401207941	-0.942009659718783	0.133633121026379	-7.04922292081192	1.79919715029175e-12	6.96654756185707e-10
H_RRM1	1190.96490771077	-0.702643768381599	0.0997825915898082	-7.04174703409254	1.89844264042092e-12	7.09389388622644e-10
H_MIS18A	272.846071205868	-0.563966140753259	0.0801039675884256	-7.04042705663367	1.91651519669149e-12	7.09389388622644e-10
H_FAM83D	443.35523954646	-1.12559958828117	0.160398621464295	-7.0175141033349	2.25850369243021e-12	8.21046753044541e-10
H_BIRC5	841.515731690787	-1.16259123282822	0.166006816749894	-7.00327405578639	2.50049025160897e-12	8.93069834074657e-10
H_CDKN3	346.839762553511	-1.13309256920305	0.162185030485686	-6.98641894267209	2.81991199606031e-12	9.89789110617169e-10
H_CDC20	944.592676330053	-1.14696403815071	0.164835313030812	-6.95824224228163	3.44544414883158e-12	1.1313282577728e-09
H_C11orf54	416.972818372513	0.628290935222017	0.0902756024941591	6.95969805643411	3.41002805018594e-12	1.1313282577728e-09
H_KNSTRN	321.176059242641	-0.77883951101006	0.111856477409727	-6.96284675725299	3.33464499355499e-12	1.1313282577728e-09
H_MAP1LC3A	642.440667280724	0.762089027661201	0.109459717022261	6.96227843806879	3.34812920347006e-12	1.1313282577728e-09
H_SCLT1	109.129282440959	-0.564237658649548	0.0812540920448444	-6.94411376030321	3.80843522370582e-12	1.21716712831886e-09
H_ARHGAP11A	493.300585602218	-1.12494025861883	0.162014650013071	-6.94344775937284	3.8264415076337e-12	1.21716712831886e-09
H_ATAD2	973.476959623401	-0.946954439615918	0.136535213644374	-6.9356059461876	4.04483625633719e-12	1.24764812888655e-09
H_NATD1	240.194299036857	0.970958332193248	0.139984929451993	6.93616331411042	4.0289182195057e-12	1.24764812888655e-09
H_ZNF439	104.294979737643	0.561521642976193	0.0811463091073507	6.91986670932056	4.52068793842847e-12	1.37361440373921e-09
H_LMNB2	2059.876628246	-0.777438068991935	0.112401031568891	-6.91664532024727	4.62463996800415e-12	1.38453559512689e-09
H_SLC7A11	204.084860252193	-1.01669050721167	0.147184557782893	-6.9075895088896	4.92957925855994e-12	1.4336624935109e-09
H_IPO5P1	191.693211779413	0.717212635828005	0.103807054712086	6.90909339271046	4.87760781830502e-12	1.4336624935109e-09
H_SLC2A1	3010.04461018537	-1.02202912479125	0.148143387023007	-6.89891830698141	5.23999921372249e-12	1.50247752102764e-09
H_CCNF	438.748077699532	-0.94325544501575	0.13702406391151	-6.88386709669408	5.82492225020064e-12	1.64699676624423e-09
H_ZWINT	717.272029143806	-0.914204587190287	0.13303522230175	-6.87189882027402	6.33528851431155e-12	1.7667644325254e-09
H_APBB1	122.147349846767	0.739596503499488	0.107681045775413	6.86840008075366	6.49259237563675e-12	1.78616480517855e-09
H_KCNK5	1122.53579862991	0.507919017821313	0.0741469231552361	6.85016985476147	7.37623543209443e-12	1.94872941447073e-09
H_GALT	255.298955529435	0.681473214814979	0.0994923768057984	6.84950180801453	7.41076127216553e-12	1.94872941447073e-09
H_CARD16	76.2047869904027	1.12355016477223	0.164103166177408	6.84660869710205	7.56211925253893e-12	1.94872941447073e-09
H_TROAP	442.109780971627	-1.11814745824593	0.163309272289364	-6.84680938547515	7.55152283966626e-12	1.94872941447073e-09
H_CCNB2	593.370388192652	-1.08887472862438	0.15892705005844	-6.85141219335528	7.3124477911678e-12	1.94872941447073e-09
H_YARS	1224.62704036127	-0.563283673795204	0.0823104156942133	-6.84340698615625	7.73315430318832e-12	1.9630034139092e-09
H_AC009283.1	44.9839492352553	0.99703108169984	0.145722500997724	6.8419844215782	7.81035841077931e-12	1.9630034139092e-09
H_CENPE	234.488085201854	-1.12239989366215	0.164249246643943	-6.83351623581731	8.28581138617547e-12	1.9893369440125e-09
H_GUCY1B2	30.6295516479537	1.22451599755143	0.17920181960304	6.83316720926116	8.30600453094915e-12	1.9893369440125e-09
H_DLGAP5	320.551475962435	-1.15059906090743	0.168265269759214	-6.83800681242139	8.03025796055172e-12	1.9893369440125e-09
H_CYP2T1P	37.6185521870576	1.12821513812094	0.16502703001077	6.83654755252704	8.11244384562639e-12	1.9893369440125e-09
H_CENPF	978.010611685966	-1.10270752760757	0.161579449592319	-6.82455306284188	8.81994696025947e-12	2.08786604903445e-09
H_LMBR1L	397.994816887994	0.69562093864588	0.101997556443526	6.81997650631002	9.10554003431538e-12	2.1306963680298e-09
H_NCAPG2	635.277271857861	-0.868354481404983	0.127681793137014	-6.80092642866602	1.03948500286644e-11	2.37773434700619e-09
H_MKI67	1933.58254035089	-1.10764332658589	0.162865031462042	-6.80098924024732	1.03903183146802e-11	2.37773434700619e-09
H_RNF146	392.967798450545	0.494873341713739	0.0728098163303771	6.79679426010683	1.06972689735732e-11	2.41972224182225e-09
H_INCENP	361.296240356414	-0.78843270584268	0.116060720664784	-6.79327770262514	1.09614087891761e-11	2.45222373769283e-09
H_SAPCD2	1403.10485573352	-0.86414572269977	0.127617910330435	-6.7713514542142	1.27584915789346e-11	2.82323229960815e-09
H_ABCA1	323.896108672714	1.21529085700298	0.179644302657678	6.7649841326657	1.33323809919794e-11	2.91850120682491e-09
H_PTPN6	790.563479823939	0.388588026557569	0.0574717301217745	6.7613768670998	1.36686457459922e-11	2.960279681882e-09
H_HMGB2	2185.70111607621	-0.823906475784341	0.121977779744769	-6.75456199898305	1.43267395542724e-11	3.07014488258819e-09
H_NAGK	310.406703635319	0.684724385976534	0.101572481440556	6.741239125651	1.57041499107508e-11	3.3302612904486e-09
H_SPAG5	780.307402537491	-1.00994199793259	0.149934724349139	-6.7358779116493	1.62943065157729e-11	3.41978857781551e-09
H_NDC80	222.689780840175	-1.06414324063091	0.158023817920042	-6.73406866532838	1.64983256075258e-11	3.42727461957154e-09
H_ADNP-AS1	35.3575714648782	0.731032389920911	0.108612468588533	6.73064887872452	1.68908121292427e-11	3.47336518512246e-09
H_LINC00954	31.9347693321162	1.20888530600233	0.179813064804319	6.72301151931255	1.78006504910394e-11	3.58797666036218e-09
H_SPIRE2	1754.69202031478	0.611441052252702	0.0909395359412171	6.7235998724244	1.77288865109719e-11	3.58797666036218e-09
H_KIF2C	558.640165650452	-1.09841454524263	0.163468094067964	-6.7194430295734	1.82420487848956e-11	3.64089832512652e-09
H_POLD3	299.117992346557	-0.490344808436081	0.0729947788697726	-6.71753262395503	1.84827394883901e-11	3.65312243208394e-09
H_PDK2	859.39244046155	0.615896152793991	0.0917548859943825	6.71240714997671	1.91439622153266e-11	3.74743060365018e-09
H_MAD2L1	646.725617925004	-1.01186324312295	0.150872891979249	-6.70672663490879	1.99038622665223e-11	3.85907455258916e-09
H_KIF20B	323.217569738986	-0.873997282028139	0.130363815569968	-6.70429350511804	2.02383119237646e-11	3.88690145418868e-09
H_TREH	141.028374893273	1.29835361983378	0.193710934470905	6.70253139493675	2.04839546793641e-11	3.89731167628499e-09
H_TRANK1	204.794089763589	0.919189975234763	0.137286437225064	6.69541721537917	2.15057166425289e-11	4.02244429936937e-09
H_BMF	480.949232622512	1.1418493048291	0.170547301509744	6.69520593243665	2.15368124880274e-11	4.02244429936937e-09
H_CKAP2L	206.808680545142	-1.14076549113203	0.170548892061339	-6.68878863617449	2.25025460192589e-11	4.09469297646307e-09
H_FANCD2	306.3490623668	-0.788463367214184	0.117858102730792	-6.68993772125422	2.23265593332241e-11	4.09469297646307e-09
H_LPCAT3	1325.25030127421	0.600741809337018	0.0898153832299848	6.68862936094961	2.25270465352129e-11	4.09469297646307e-09
H_FMO4	87.5238947520236	0.854265295573827	0.127770481537173	6.68593626083572	2.29452885583305e-11	4.09754547781134e-09
H_CEP55	426.056930727047	-1.11645365730894	0.166970509726381	-6.6865320057925	2.28521186927726e-11	4.09754547781134e-09
H_CENPA	183.378151342653	-1.13620811701914	0.170127817937485	-6.67855575175045	2.4130842743412e-11	4.2717886658294e-09
H_CKS1B	155.942267688444	-0.803613923899674	0.120400642584315	-6.67449862933174	2.48078797573209e-11	4.28670558697635e-09
H_AMN	861.746108011935	0.743710609473038	0.111398449776716	6.67613069090021	2.45333208947477e-11	4.28670558697635e-09
H_DNASE1	1154.95684027495	0.878927766491496	0.131688999797649	6.67426867727784	2.48468051509583e-11	4.28670558697635e-09
H_SLC44A3-AS1	105.95940285687	0.692591269308425	0.103963214216901	6.66188780834975	2.70332367095194e-11	4.54828622258178e-09
H_PLK4	215.402656274037	-0.960472729947204	0.144166396841624	-6.66225105842345	2.69664848829975e-11	4.54828622258178e-09
H_CLPB	169.818669344433	-0.673527086392583	0.101087668363629	-6.66280167794351	2.68656090611772e-11	4.54828622258178e-09
H_CCNA2	540.907248636392	-1.10023120828609	0.16521222967618	-6.65950220781215	2.74756577201031e-11	4.58483147431032e-09
H_CIT	311.183086758776	-0.85062204182732	0.127760384810396	-6.65794833891346	2.77676335063125e-11	4.59588197497163e-09
H_ZNF862	228.194256690782	0.852886763158352	0.128362233757937	6.64437458113035	3.04507268596644e-11	4.95932717927238e-09
H_FCGRT	5435.48825235203	0.733064140571067	0.110315527893034	6.64515825262493	3.0289146089639e-11	4.95932717927238e-09
H_BICDL2	1493.93384271439	0.735382914531764	0.110715269940139	6.64210921338462	3.09225690746603e-11	4.99620366049155e-09
H_RRNAD1	465.546499832873	0.328882172950326	0.049592884233688	6.63164036599669	3.31976633715615e-11	5.23905450324224e-09
H_NUF2	340.430620161559	-1.08633874183805	0.16376493259576	-6.63352480057246	3.27763874231396e-11	5.23905450324224e-09
H_PRR11	136.542753268948	-1.20146457337784	0.181163447892357	-6.63193700139627	3.31309991871672e-11	5.23905450324224e-09
H_PTTG1	689.748202898145	-1.0990937680919	0.165779157354936	-6.62986702085064	3.35989419108369e-11	5.26159430323706e-09
H_TMEM97	1247.52761767025	-0.587588004109053	0.0889030764913533	-6.60931013074898	3.86115081760885e-11	6.00040521716649e-09
H_NEURL1	131.727508791692	1.05148759325824	0.159240237565986	6.60315262857179	4.02504757781918e-11	6.20772110524566e-09
H_IDI1	1264.88302084495	-0.757867677728001	0.114870789340733	-6.59756655349511	4.1796108518855e-11	6.39763291148008e-09
H_SCD	3792.62490241949	-0.996198477705145	0.151028571476475	-6.59609283174817	4.221346620556e-11	6.41329660457307e-09
H_ING4	338.496231245519	0.67327727495385	0.102111389303468	6.59355709041346	4.29411517772196e-11	6.47552568800472e-09
H_PBXIP1	1363.67079250047	0.806572067749485	0.122477629816299	6.5854643738554	4.53465822187429e-11	6.63518246866765e-09
H_NCAPH	327.040665307488	-1.14242831893752	0.17344888293511	-6.5865418076225	4.50188832104599e-11	6.63518246866765e-09
H_MASTL	249.336502441315	-0.657213999224418	0.0997733346275364	-6.58707060035492	4.48589008537502e-11	6.63518246866765e-09
H_HASPIN	60.2117342108962	-1.05994875189528	0.160985723307751	-6.58411646770073	4.57598322941036e-11	6.63518246866765e-09
H_TOP2A	2112.42145651846	-1.09111877317824	0.165735802269411	-6.58348261653551	4.5955434133124e-11	6.63518246866765e-09
H_AC002546.1	224.86502514218	0.791075785495447	0.120144368107996	6.58437676233282	4.56797434115421e-11	6.63518246866765e-09
H_ATP6V1C2	544.052809317607	0.953833255534247	0.144966780191934	6.57966779886663	4.71500526563273e-11	6.71245295089169e-09
H_NCAPD2	1379.88331385915	-0.643899574232524	0.0978488324538179	-6.58055449498008	4.68697004085647e-11	6.71245295089169e-09
H_AP001107.9	87.0582306162416	0.504390521989851	0.0766724600413988	6.57850969849551	4.75186883205415e-11	6.71795456131656e-09
H_PRC1	764.642682044965	-1.00273287753896	0.152571746130846	-6.57220555553588	4.95753569221794e-11	6.96038011187399e-09
H_PCNA	2105.58763093473	-0.804057449007449	0.122625808944949	-6.55700016110324	5.49009542386418e-11	7.65529881089225e-09
H_BTG2	1683.286229237	0.739664009293112	0.112857850192121	6.5539438154631	5.60370575893031e-11	7.73112739082496e-09
H_PIK3IP1	651.260907539165	0.976472462024464	0.149000168100167	6.55349906295422	5.62042859731847e-11	7.73112739082496e-09
H_TRADD	473.718680662274	0.542764229156706	0.082850455003747	6.55113154335916	5.71027300496853e-11	7.80199582786237e-09
H_HMGCR	1232.67296822905	-0.660873261482394	0.100909579635581	-6.54916276402135	5.78605428491426e-11	7.83148309885565e-09
H_KIF12	1204.27958146194	1.05038937759909	0.160399638775405	6.54857695203338	5.80879235645546e-11	7.83148309885565e-09
H_HSPA14	420.45425862345	-0.470140966648429	0.0718135170001259	-6.54669185256035	5.88255654231262e-11	7.87875566371054e-09
H_HNRNPR	1788.1468962549	-0.372254365392185	0.0568822521317199	-6.54429723580864	5.97758044352143e-11	7.91378341035501e-09
H_DEPDC1	178.41487828126	-1.10536452513723	0.168930136111522	-6.5433234743119	6.01664948853886e-11	7.91378341035501e-09
H_TSPEAR	67.784537837808	1.34792670361961	0.206007100218494	6.54310799088953	6.02532875825241e-11	7.91378341035501e-09
H_ETV5	32.5231767345819	-1.3482445321959	0.206201399188807	-6.53848391669442	6.21455667867931e-11	7.98140601643822e-09
H_CORO1C	1361.3172591757	-0.43662585240499	0.0667825265959042	-6.53802535874359	6.23363570396737e-11	7.98140601643822e-09
H_ARG2	213.31726536409	-1.07538521593809	0.16443409374672	-6.5399163362953	6.15532573300048e-11	7.98140601643822e-09
H_LRRC59	2221.07955396336	-0.512243551129582	0.0783211361462025	-6.54029775785395	6.13964716369424e-11	7.98140601643822e-09
H_KIF15	251.726698472448	-1.05323729952098	0.161145215821917	-6.53595140351493	6.32064379586602e-11	8.04222914976503e-09
H_SMC4	1015.05046552265	-0.757079460350969	0.115879881830886	-6.53331232642993	6.43307924073352e-11	8.06754846297944e-09
H_NEIL3	52.1628258343832	-1.10927840982422	0.169803962121338	-6.53270039147586	6.45942823197587e-11	8.06754846297944e-09
H_ZNF559	126.680616369957	0.668761221105027	0.102350131671664	6.53405335374061	6.40131242867415e-11	8.06754846297944e-09
H_CCDC88B	1715.89307702461	0.882683451387073	0.13516739890811	6.53029841897853	6.56387762937129e-11	8.14801346211833e-09
H_NUAK2	812.212077426796	0.618763724959223	0.0947854352782605	6.5280464571664	6.66330315290727e-11	8.2213045810234e-09
H_KIF20A	311.24659026504	-1.12973852473048	0.173167250600431	-6.52397333106167	6.84688886223840e-11	8.34664451841015e-09
H_FOXM1	919.630103795471	-1.08059475854951	0.165615691635288	-6.52471241027781	6.81321336462123e-11	8.34664451841015e-09
H_RFC3	531.536547707224	-0.807986002421299	0.123917694209504	-6.5203440685013	7.0146296555215e-11	8.50022800756588e-09
H_SKA2	395.717741837482	-0.710943125483172	0.109241892148855	-6.50797154368608	7.61723424743153e-11	9.17583756267522e-09
H_PTMA	12549.6444546707	-0.353543814473446	0.054339757401158	-6.50617211746903	7.70898963355243e-11	9.23174182116825e-09
H_CDCA2	73.4027993647732	-1.09014199981633	0.167593844609959	-6.50466610127246	7.78661370397484e-11	9.27016852546899e-09
H_CHEK1	449.51920761584	-0.851256141981529	0.130897019196906	-6.50325077839244	7.86025957747051e-11	9.30343979524097e-09
H_EFHC1	290.006949690663	0.606128484774504	0.0932573424705403	6.49952559999206	8.05736901239475e-11	9.42712174450185e-09
H_PBLD	396.76754693896	0.92801039355989	0.142767742736001	6.5001405483865	8.02450055691299e-11	9.42712174450185e-09
H_HJURP	426.701927679203	-1.09536810876259	0.168625866937651	-6.49584864205675	8.25666372393719e-11	9.5505204597678e-09
H_YPEL1	140.68331695891	1.07203011327846	0.165032006129251	6.49589215099801	8.25427755349957e-11	9.5505204597678e-09
H_ABCA5	355.402128348665	1.01357663549432	0.156092474844224	6.49343689697945	8.38999180726700e-11	9.64991261086676e-09
H_RAD18	330.440473362986	-0.561934317590425	0.0865999303827509	-6.4888541492679	8.64916442562963e-11	9.89211738072853e-09
H_STARD4	243.124827349579	-0.746707910145994	0.11513530212951	-6.48548183168058	8.84486583749573e-11	9.9733087094795e-09
H_CDCA3	396.479801455971	-0.988281917382483	0.152411198805058	-6.48431299754127	8.91370043973995e-11	9.9733087094795e-09
H_DIAPH3	203.385351577561	-1.01761263440631	0.156909419840902	-6.48535081856856	8.85255548062674e-11	9.9733087094795e-09
H_ZFYVE1	210.331991848273	0.665198903810066	0.102586517544815	6.48427219999422	8.9161125116675e-11	9.9733087094795e-09
H_TMC4	1393.9321827753	0.726887716858473	0.112170381374358	6.48021080032308	9.15945578403377e-11	1.01895191722054e-08
H_PHLDB1	580.851634632633	0.781167133245336	0.120626160565711	6.47593465283011	9.42268237970181e-11	1.04253786894549e-08
H_RETREG3	857.531467068576	0.336914897157527	0.0520549718586377	6.47229044849866	9.65283409002949e-11	1.06222916975579e-08
H_SOX9-AS1	50.5050343706559	0.996008984978731	0.153940050975704	6.47010949175226	9.79319287581132e-11	1.07188075572993e-08
H_HDAC2-AS2	22.6695336476589	0.943511407610539	0.146020933852602	6.46148043788673	1.03683561019769e-10	1.12462122829072e-08
H_MTFR2	149.871737335106	-0.867777443557161	0.134305303298267	-6.46122991606662	1.0385538408422e-10	1.12462122829072e-08
H_AC007240.1	20.3501663616077	-1.22455596757081	0.189653739044973	-6.45679844614312	1.06941172060245e-10	1.15190919619178e-08
H_DLL4	329.762122793873	0.639042653617594	0.0990012821329582	6.45489270289816	1.08295603393885e-10	1.16035889152248e-08
H_HDAC5	1068.73261558425	0.577608851152514	0.0896586809759123	6.442308149812	1.17670060514278e-10	1.25420266594223e-08
H_TIMELESS	544.01764615711	-0.622452507210321	0.0966442618812221	-6.44065664214322	1.18957711949984e-10	1.26132348951967e-08
H_ZBTB48	315.679665830136	0.539808741976037	0.0839120997118194	6.43302627189536	1.25088019793901e-10	1.31945176526644e-08
H_GRIN2C	60.4923762942246	1.43754155561416	0.223520627319183	6.43135970427183	1.2646747967865e-10	1.32712626355565e-08
H_KIFC1	609.032473229665	-0.973301423799766	0.151383356139697	-6.42938199164776	1.28123781627456e-10	1.33761228019065e-08
H_KIF24	116.692994902389	-0.764796381868468	0.119033721249936	-6.42503967646797	1.31835126305131e-10	1.36238553366491e-08
H_CENPN	272.145240489393	-0.914176831715439	0.142274617976397	-6.42543866726179	1.31489774408592e-10	1.36238553366491e-08
H_TACC3	764.116488000565	-1.00424142098834	0.15634974144319	-6.42304497416282	1.3357500619178e-10	1.36649245027751e-08
H_SKA1	103.970853117523	-1.00285782291203	0.156134232648097	-6.423048974611	1.33571494441155e-10	1.36649245027751e-08
H_CAPS	668.642424338389	0.742520390529732	0.115622948886842	6.42191189273699	1.34573310501318e-10	1.36982172759292e-08
H_AC108062.1	53.9476549112596	0.868009862406191	0.135232039664528	6.41867019501796	1.37469861536023e-10	1.39234400057232e-08
H_DNAJC9	574.154501495245	-0.471634088999551	0.073560857906424	-6.41148162789934	1.44112128577726e-10	1.452393422567e-08
H_ZNF19	73.4455051465002	0.583151548734137	0.0910367135437011	6.40567443654699	1.49706111980768e-10	1.50133843729284e-08
H_DDN	70.8496764517468	-1.0255982459066	0.16025577197742	-6.39975854380529	1.55622854180003e-10	1.55302454186103e-08
H_AC072052.1	12.3625874242888	1.06182525351617	0.165959864791558	6.39808459020983	1.57338121240309e-10	1.56248266937083e-08
H_CENPL	110.451194595197	-0.676408969646694	0.105760231099717	-6.39568354393001	1.59830719843377e-10	1.56935267848667e-08
H_ACAT2	921.86940290098	-0.757957201334749	0.118494055782352	-6.39658416897257	1.5889126411769e-10	1.56935267848667e-08
H_NUSAP1	597.398881298305	-0.989400467448731	0.154727706629969	-6.39446217486362	1.6111342460149e-10	1.56935267848667e-08
H_INSR	826.996439131551	0.524317660212902	0.0819902826510172	6.39487562745215	1.60678086732613e-10	1.56935267848667e-08
H_AMY2B	60.1925306592126	1.07943448488107	0.168930379683973	6.38981861581336	1.66082640136054e-10	1.61005256566181e-08
H_PCF11-AS1	40.5535390326286	0.729887737576821	0.114347350169281	6.38307522208682	1.73566592639376e-10	1.67462971229972e-08
H_BRIP1	151.763523945312	-0.863085152752633	0.135284253077368	-6.37979020558324	1.77330743423013e-10	1.70287701632344e-08
H_DNMT1	1016.24403092195	-0.767404949508125	0.12032590503317	-6.3777201534165	1.79743564317924e-10	1.71358695073408e-08
H_GTSE1	224.979966468883	-1.03818782194756	0.162791920394146	-6.37739157713684	1.80129485930392e-10	1.71358695073408e-08
H_CES4A	105.575898679675	0.91471623476834	0.143460305836171	6.37609288114112	1.81662778185031e-10	1.72013527362366e-08
H_ARSA	368.75080113125	0.757343492511074	0.118813246054554	6.37423450381394	1.83879053139467e-10	1.73306007583947e-08
H_ME1	431.980019041663	-0.837063567713801	0.131378429682805	-6.37139269920317	1.87319324976395e-10	1.75734876399514e-08
H_TTK	378.47668578904	-1.05310609543242	0.165345181669779	-6.36913688561936	1.9009489686698e-10	1.77520729835687e-08
H_CACNA2D4	63.0378382953345	0.67893136409721	0.106736148776215	6.36083812168145	2.00655828384515e-10	1.86527459098262e-08
H_C1orf115	443.676552173013	0.873449618184619	0.137354464478978	6.35909157738589	2.02950390904121e-10	1.87802911728459e-08
H_DNA2	164.053454095195	-0.863792286107427	0.136007166743256	-6.3510791878933	2.13809602986043e-10	1.96594669363296e-08
H_WBP11	1199.09394256151	-0.288397514341812	0.0454121577387005	-6.35066750188877	2.1438263384739e-10	1.96594669363296e-08
