smodel	ko_score
CRC0022	0.954438883009566
CRC0059	0.384126136459029
CRC0080	-0.181655064472618
CRC0096	0.0637568650814008
CRC0148	0.419015839106019
CRC0151	0.849553901807126
CRC0327	0.256655528470885
CRC0399	0.029796382647044
CRC0515	0.717978312340689
CRC1257	0.566378098002961
CRC1331	0.104561301890565
CRC1446	0.380727104714848
CRC1502	0.391941217484599
